"day","dish_name","meal_name","ingredient","weight","recipe"
"Dzień 7","Zielony omlet z fetą","Śniadanie","Jajko","112 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Zielony omlet z fetą","Śniadanie","Bazylia","3 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Zielony omlet z fetą","Śniadanie","Papryka czerwona słodka","100 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Zielony omlet z fetą","Śniadanie","Ser feta","40 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Zielony omlet z fetą","Śniadanie","Oliwa z oliwek","5 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Zielony omlet z fetą","Śniadanie","Chleb żytni razowy","35 g","Jaja rozbij i ubij na płynną postać. Do płynnej masy jajecznej dodaj posiekaną bazylię, kawałeczki papryki. Roztrzep na płynną postać. Wylej masę na rozgrzaną patelnię bez tłuszczu. Duś pod przykryciem do ścięcia się omleta na delikatnie złocisty kolor. Na końcu smażenia dodaj pokruszoną fetę. Podaj z pieczywem."
"Dzień 7","Jogurt grecki","Lunch","Jogurt grecki","150 g",""
"Dzień 7","Banan","Lunch","Banan","60 g",""
"Dzień 7","Pistacje surowe","Lunch","Pistacje surowe","15 g",""
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Schab wołowy","150 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Kasza jaglana","30 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Cukinia","150 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Pomidor czerwony","170 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Oliwa z oliwek","10 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Czosnek surowy","5 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Schab pieczony z kaszą i duszoną cukinią SR","Obiad","Bazylia","10 g","Schab natrzeć oliwą z czosnkiem i przyprawami: szczypta soli, pieprzu, tymianku, ziół prowansalskich, papryki czerwonej słodkiej. Schab piec w folii w piekarniku nagrzanym do 180°C przez 30 minut. Cukinię obrać i pokroić w półksiężyce, poddusić z pomidorem bez skórki i doprawić bazylią, solą i pieprzem. Mięso podawać z ugotowaną kaszą i duszonymi warzywami."
"Dzień 7","Baton dobra kaloria","Przekąska","Baton dobra kaloria","35 g",""
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Twaróg śmietankowy","100 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Papryka czerwona słodka","100 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Ogórek","100 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Bazylia","2 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Sól","0.2 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
"Dzień 7","Twarożek bazyliowy z papryką","Kolacja","Chleb z ziaren 100%","35 g","Twaróg wymieszaj z pokrojonymi papryką i ogórkiem. Dodaj posiekaną bazylię i sól. Zjedz z pieczywem."
